score_delta,n_min,tau,attribute,conditioning,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
0.0,25,0.0,choice_creativity,low_q25,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.03225806451612903,0.03571428571428571,0.16129032258064516,31.0,28.0,31.0,0.00018581834398691838,0.03225806451612903
0.0,25,0.0,choice_creativity,low_q25,command-light,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.07142857142857142,0.08571428571428572,0.02564102564102564,28.0,35.0,39.0,0.00015698587127158553,0.02564102564102564
0.0,25,0.05,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.16129032258064516,0.25,0.13333333333333333,31.0,32.0,30.0,0.005376344086021505,0.13333333333333333
0.0,25,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
0.0,25,0.05,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.06666666666666667,0.12,0.2571428571428571,30.0,25.0,35.0,0.0020571428571428568,0.06666666666666667
0.0,25,0.1,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.16129032258064516,0.25,0.13333333333333333,31.0,32.0,30.0,0.005376344086021505,0.13333333333333333
0.0,25,0.1,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
2.0,10,0.0,choice_creativity,low_q25,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5652173913043478,0.3333333333333333,0.18181818181818182,23.0,18.0,22.0,0.034255599472990776,0.18181818181818182
2.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5454545454545454,0.17857142857142858,0.18181818181818182,22.0,28.0,22.0,0.017709563164108617,0.17857142857142858
2.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.22727272727272727,0.2,0.3333333333333333,22.0,20.0,27.0,0.015151515151515152,0.2
2.0,10,0.0,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.18181818181818182,0.45454545454545453,0.15789473684210525,22.0,22.0,19.0,0.013049151805132666,0.15789473684210525
2.0,10,0.0,choice_creativity,low_q25,claude-instant-1,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > gpt-3.5-turbo,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.42857142857142855,0.3333333333333333,0.09090909090909091,21.0,27.0,22.0,0.012987012987012986,0.09090909090909091
2.0,10,0.0,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > claude-2.1,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.25,0.42857142857142855,0.08333333333333333,16.0,14.0,24.0,0.008928571428571428,0.08333333333333333
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.3333333333333333,0.2,0.13333333333333333,18.0,15.0,30.0,0.008888888888888889,0.13333333333333333
2.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5555555555555556,0.08333333333333333,0.18181818181818182,18.0,24.0,22.0,0.008417508417508417,0.08333333333333333
2.0,10,0.0,choice_creativity,low_q25,command-light,gpt-3.5-turbo,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-3.5-turbo > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-3.5-turbo,0.09090909090909091,0.13333333333333333,0.6,22.0,30.0,25.0,0.007272727272727273,0.09090909090909091
2.0,10,0.0,choice_creativity,low_q25,gpt-4,gpt-4-1106-preview,command-light,gpt-4 > command-light,gpt-4-1106-preview > gpt-4,command-light > gpt-4-1106-preview,0.10344827586206896,0.3684210526315789,0.17647058823529413,29.0,19.0,17.0,0.006725739297533896,0.10344827586206896
2.0,10,0.0,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.13333333333333333,0.1875,15.0,30.0,32.0,0.005,0.13333333333333333
2.0,10,0.0,choice_creativity,low_q25,command-light,gpt-4,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-4 > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-4,0.09090909090909091,0.10344827586206896,0.5,22.0,29.0,26.0,0.004702194357366771,0.09090909090909091
2.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
2.0,10,0.0,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,claude-instant-1,command-light,HuggingFaceH4/zephyr-7b-beta > claude-instant-1,claude-instant-1 > command-light,command-light > HuggingFaceH4/zephyr-7b-beta,0.21739130434782608,0.2,0.09090909090909091,23.0,30.0,22.0,0.003952569169960474,0.09090909090909091
2.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4 > gpt-3.5-turbo,command-nightly > gpt-4,0.06666666666666667,0.22727272727272727,0.2571428571428571,30.0,22.0,35.0,0.0038961038961038952,0.06666666666666667
2.0,10,0.0,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4,gpt-4 > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.5,0.037037037037037035,0.1875,26.0,27.0,32.0,0.003472222222222222,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.17647058823529413,0.13333333333333333,0.13513513513513514,17.0,30.0,37.0,0.003179650238473768,0.13333333333333333
2.0,10,0.0,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.13333333333333333,0.22580645161290322,0.10344827586206896,30.0,31.0,29.0,0.003114571746384872,0.10344827586206896
2.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.13333333333333333,0.12,0.17647058823529413,30.0,25.0,17.0,0.002823529411764706,0.12
2.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-70b-chat-hf,0.13333333333333333,0.08333333333333333,0.25,30.0,24.0,32.0,0.0027777777777777775,0.08333333333333333
2.0,10,0.0,choice_creativity,low_q25,claude-2,claude-2.1,tiiuae/falcon-7b-instruct,claude-2 > claude-2.1,claude-2.1 > tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct > claude-2,0.42857142857142855,0.15789473684210525,0.04,14.0,19.0,25.0,0.002706766917293233,0.04
2.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-nightly,models/chat-bison-001,claude-instant-1 > command-nightly,command-nightly > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.25,0.13043478260869565,0.07692307692307693,24.0,23.0,26.0,0.002508361204013378,0.07692307692307693
2.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.06666666666666667,0.12,0.29411764705882354,30.0,25.0,34.0,0.0023529411764705885,0.06666666666666667
2.0,10,0.0,choice_creativity,low_q25,gpt-4,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4 > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4,0.037037037037037035,0.22580645161290322,0.28125,27.0,31.0,32.0,0.0023521505376344087,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,command-nightly,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,command-nightly > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > command-nightly,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.2727272727272727,0.043478260869565216,0.18181818181818182,22.0,23.0,22.0,0.0021559468199784403,0.043478260869565216
2.0,10,0.0,choice_creativity,low_q25,command-light,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-light,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.09090909090909091,0.08108108108108109,0.26666666666666666,22.0,37.0,30.0,0.0019656019656019656,0.08108108108108109
2.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-nightly,command-nightly > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.25,0.08333333333333333,0.09090909090909091,24.0,24.0,22.0,0.001893939393939394,0.08333333333333333
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,gpt-4,meta-llama/Llama-2-70b-chat-hf > gpt-4,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,gpt-4 > models/chat-bison-001,0.17857142857142858,0.2,0.037037037037037035,28.0,15.0,27.0,0.001322751322751323,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > meta-llama/Llama-2-70b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.08333333333333333,0.047619047619047616,0.3333333333333333,24.0,21.0,27.0,0.0013227513227513227,0.047619047619047616
2.0,10,0.0,choice_creativity,low_q25,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4-1106-preview > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.12,0.03225806451612903,0.3333333333333333,25.0,31.0,27.0,0.001290322580645161,0.03225806451612903
2.0,10,0.0,choice_creativity,low_q25,claude-2.1,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.08333333333333333,0.07692307692307693,0.18181818181818182,24.0,26.0,22.0,0.0011655011655011655,0.07692307692307693
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,command-nightly,meta-llama/Llama-2-70b-chat-hf > command-nightly,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,command-nightly > models/chat-bison-001,0.043478260869565216,0.2,0.13043478260869565,23.0,15.0,23.0,0.0011342155009451795,0.043478260869565216
2.0,10,0.0,choice_creativity,low_q25,command-nightly,models/chat-bison-001,timdettmers/guanaco-33b-merged,command-nightly > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.13043478260869565,0.22580645161290322,0.030303030303030304,23.0,31.0,33.0,0.0008925156190233329,0.030303030303030304
2.0,10,0.0,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,command-nightly,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > command-nightly,command-nightly > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.03571428571428571,0.13043478260869565,0.1875,28.0,23.0,32.0,0.000873447204968944,0.03571428571428571
2.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-7b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-7b-chat-hf,0.10344827586206896,0.2,0.037037037037037035,29.0,20.0,27.0,0.0007662835249042145,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-light,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-light,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.2,0.037037037037037035,0.09090909090909091,30.0,27.0,22.0,0.0006734006734006734,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,models/chat-bison-001,command-nightly,gpt-3.5-turbo > command-nightly,models/chat-bison-001 > gpt-3.5-turbo,command-nightly > models/chat-bison-001,0.06666666666666667,0.05,0.13043478260869565,30.0,20.0,23.0,0.0004347826086956522,0.05
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,gpt-4,meta-llama/Llama-2-7b-chat-hf > gpt-4,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,gpt-4 > models/chat-bison-001,0.2,0.038461538461538464,0.037037037037037035,20.0,26.0,27.0,0.0002849002849002849,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,command-light,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.037037037037037035,0.09090909090909091,0.08108108108108109,27.0,33.0,37.0,0.000273000273000273,0.037037037037037035
2.0,10,0.0,choice_creativity,low_q25,claude-instant-1,gpt-4-1106-preview,models/chat-bison-001,claude-instant-1 > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.024390243902439025,0.13333333333333333,0.07692307692307693,41.0,30.0,26.0,0.0002501563477173233,0.024390243902439025
2.0,10,0.0,choice_creativity,low_q25,command-nightly,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-nightly > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-nightly,0.08333333333333333,0.09090909090909091,0.030303030303030304,24.0,33.0,33.0,0.00022956841138659323,0.030303030303030304
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,command-nightly,meta-llama/Llama-2-70b-chat-hf > command-nightly,meta-llama/Llama-2-7b-chat-hf > meta-llama/Llama-2-70b-chat-hf,command-nightly > meta-llama/Llama-2-7b-chat-hf,0.043478260869565216,0.047619047619047616,0.08333333333333333,23.0,21.0,24.0,0.00017253278122843338,0.043478260869565216
2.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.03225806451612903,0.038461538461538464,0.13333333333333333,31.0,26.0,30.0,0.00016542597187758478,0.03225806451612903
2.0,10,0.05,choice_creativity,low_q25,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5652173913043478,0.3333333333333333,0.18181818181818182,23.0,18.0,22.0,0.034255599472990776,0.18181818181818182
2.0,10,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5454545454545454,0.17857142857142858,0.18181818181818182,22.0,28.0,22.0,0.017709563164108617,0.17857142857142858
2.0,10,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.22727272727272727,0.2,0.3333333333333333,22.0,20.0,27.0,0.015151515151515152,0.2
2.0,10,0.05,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.18181818181818182,0.45454545454545453,0.15789473684210525,22.0,22.0,19.0,0.013049151805132666,0.15789473684210525
2.0,10,0.05,choice_creativity,low_q25,claude-instant-1,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > gpt-3.5-turbo,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.42857142857142855,0.3333333333333333,0.09090909090909091,21.0,27.0,22.0,0.012987012987012986,0.09090909090909091
2.0,10,0.05,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > claude-2.1,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.25,0.42857142857142855,0.08333333333333333,16.0,14.0,24.0,0.008928571428571428,0.08333333333333333
2.0,10,0.05,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.3333333333333333,0.2,0.13333333333333333,18.0,15.0,30.0,0.008888888888888889,0.13333333333333333
2.0,10,0.05,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5555555555555556,0.08333333333333333,0.18181818181818182,18.0,24.0,22.0,0.008417508417508417,0.08333333333333333
2.0,10,0.05,choice_creativity,low_q25,command-light,gpt-3.5-turbo,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-3.5-turbo > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-3.5-turbo,0.09090909090909091,0.13333333333333333,0.6,22.0,30.0,25.0,0.007272727272727273,0.09090909090909091
2.0,10,0.05,choice_creativity,low_q25,gpt-4,gpt-4-1106-preview,command-light,gpt-4 > command-light,gpt-4-1106-preview > gpt-4,command-light > gpt-4-1106-preview,0.10344827586206896,0.3684210526315789,0.17647058823529413,29.0,19.0,17.0,0.006725739297533896,0.10344827586206896
2.0,10,0.05,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.13333333333333333,0.1875,15.0,30.0,32.0,0.005,0.13333333333333333
